場所名稱,場所地址,區域代碼,緯度,經度,場所分類,場所類型,AED放置地點,AED地點描述
臺北捷運內湖站BR19,成功路4段186號,63000100,25.083682,121.594368,交通要衝,捷運站,主詢問處附近,詢問處與月台區中間
臺北捷運大湖公園站BR20,成功路5段11號,63000100,25.083867,121.60209,交通要衝,捷運站,主詢問處附近,自動提款機旁
臺北捷運葫洲站BR21,康寧路3段16號,63000100,25.072723,121.607111,交通要衝,捷運站,主詢問處附近,出口二付費區大廳
臺北捷運東湖站BR22,康寧路3段235號,63000100,25.067274,121.611483,交通要衝,捷運站,主詢問處附近,2號電梯下乘場旁
臺北捷運南港軟體園區站BR23,經貿二路183號,63000090,25.059968,121.6159,交通要衝,捷運站,主詢問處附近,往出口一通道旁
臺北捷運南港展覽館站BR24,南港路1段32號,63000090,25.05539,121.617555,交通要衝,捷運站,主詢問處附近,詢問處旁
臺北捷運龍山寺站BL10,西園路1段153號,63000070,25.035338,121.499814,交通要衝,捷運站,捷運龍山寺站B1層,捷運龍山寺站B1層付費區靠近西側詢問處
臺北捷運西門站BL11,寶慶路32之1號,63000050,25.04205,121.508178,交通要衝,捷運站,捷運西門站B1層,捷運西門站B1層付費區靠近男廁
臺北捷運善導寺站BL13,忠孝東路1段58號B1,63000050,25.044746,121.523133,交通要衝,捷運站,善導寺站出口3進入,主詢問處閘門右前方
臺北捷運忠孝新生站BL14,新生南路1段67號B1,63000050,25.042378,121.532862,交通要衝,捷運站,忠孝新生站出口2進入,主詢問處閘門右前方
臺北捷運忠孝復興站BL15,忠孝東路4段47號B1,63000030,25.041654,121.543706,交通要衝,捷運站,忠孝復興站出口2進入,主詢問處閘門右前方
臺北捷運忠孝敦化站BL16,忠孝東路4段182號B1,63000030,25.041498,121.55105,交通要衝,捷運站,忠孝敦化站出口3進入,主詢問處閘門右前方
臺北捷運國父紀念館站BL17,忠孝東路4段400號B1,63000020,25.04137,121.557764,交通要衝,捷運站,國父紀念館站出口3進入,主詢問處閘門右前方
臺北捷運市政府站BL18,忠孝東路5段2號B1,63000020,25.041192,121.565172,交通要衝,捷運站,市政府站出口3進入,簡易詢問處閘門左前方
臺北捷運永春站BL19,忠孝東路5段455號B1,63000020,25.040879,121.576233,交通要衝,捷運站,永春站出口5進入,主詢問處閘門右前方
臺北捷運後山埤站BL20,忠孝東路6段2號B1,63000090,25.045083,121.582453,交通要衝,捷運站,後山埤站出口4進入,主詢問處閘門右前方
臺北捷運昆陽站BL21,忠孝東路6段451號,63000090,25.050461,121.593268,交通要衝,捷運站,昆陽站出口4進入,主詢問處閘門左前方
臺北捷運南港站BL22,忠孝東路7段380號B1,63000090,25.052139,121.606652,交通要衝,捷運站,南港站出口2進入,主詢問處閘門右前方
臺北捷運南港展覽館站BL23,研究院路1段1號B1,63000090,25.055288,121.61744,交通要衝,捷運站,南港展覽館站出口5進入,主詢問處閘門正前方
臺北捷運景美站G05,羅斯福路6段393號B1,63000080,24.992807,121.540836,交通要衝,捷運站,地下1樓大廳層詢問處附近,捷運景美站地下1樓大廳層詢問處附近
臺北捷運萬隆站G06,羅斯路5段214號B1,63000080,25.001811,121.538937,交通要衝,捷運站,地下1樓大廳層詢問處附近,捷運萬隆站地下1樓大廳層詢問處附近
臺北捷運公館站G07,羅斯路4段74號,63000030,25.014981,121.534222,交通要衝,捷運站,地下1樓大廳層詢問處附近,捷運公館站地下1樓大廳層詢問處附近
臺北捷運台電大樓站G08,羅斯福3段126之5號,63000050,25.020785,121.528176,交通要衝,捷運站,地下1樓大廳層詢問處附近,捷運台電大樓站大廳層付費區
臺北捷運古亭站G09,羅斯福路2段164-1號,63000050,25.026377,121.522814,交通要衝,捷運站,地下1樓大廳層詢問處附近,捷運古亭站大廳層付費區
臺北捷運小南門站G11,愛國西路22號,63000050,25.035569,121.510817,交通要衝,捷運站,地下1樓大廳層詢問處附近,捷運小南門站大廳層付費區
臺北捷運北門站G13,塔城街10號,63000060,25.049425,121.510243,交通要衝,捷運站,北門站大廳層,北側大廳付費區詢問處對面
臺北捷運中山站G14,南京西路55號,63000060,25.052654,121.520331,交通要衝,捷運站,綠線中山站大廳層,西側大廳付費區詢問處旁
舞動陽光-師大附中運動中心,信義路三段143號,63000030,25.03367504,121.5403964,學校、大型集會場所,健身中心,1樓櫃台大廳,1樓櫃台大廳
世新大學,試院路148號,63000080,24.989821,121.54634,學校、大型集會場所,大專院校,世新大學管理學院,管理學院正門進入後左手邊，近一樓女廁走廊
世新大學,試院路148號,63000080,24.989821,121.54634,學校、大型集會場所,大專院校,世新大學前門警衛室內,世新大學前門警衛室
世新大學,試院路148號,63000080,24.989821,121.54634,學校、大型集會場所,大專院校,世新大學學務處,從山洞口步行至行政大樓電梯旁
世新大學,試院路148號,63000080,24.989821,121.54634,學校、大型集會場所,大專院校,世新大學後門警衛室,世新大學後門警衛室
世新大學,試院路148號,63000080,24.989821,121.54634,學校、大型集會場所,大專院校,衛生保健組保健室內,舍我樓一樓保健室內
世新大學,試院路148號,63000080,24.989821,121.54634,學校、大型集會場所,大專院校,學生宿舍,校本部學生宿舍前
世新大學,試院路148號,63000080,24.989821,121.54634,學校、大型集會場所,大專院校,傳播大樓一樓,傳播大樓一樓外無障礙廁所旁
臺北市北投區義方國民小學,珠海路155號,63000120,25.141948,121.509851,其他,其他場所,健康中心,健康中心冰箱旁
中國航運大樓,濟南路一段15號,63000050,25.042619,121.5223842,觀光旅遊地區,全區域,本棟4樓,位於4樓電梯口、逃生梯旁
臺北市私立再興高級中學,興隆路四段二號,63000080,24.990528,121.558974,學校、大型集會場所,高中職,B3球場,知新樓地下3樓球場
臺北市私立再興高級中學,興隆路四段二號,63000080,24.990528,121.558974,學校、大型集會場所,高中職,5樓電梯前牆壁,秀榮大樓5樓電梯前牆壁
臺北市私立再興高級中學,興隆路四段二號,63000080,24.990528,121.558974,學校、大型集會場所,高中職,秀榮大樓1樓,電梯前牆壁
紫星里辦公處,成功路三段187巷3弄4號,63000100,25.0799905,121.5911215,其他,其他場所,本場所內,紫星里辦公處
臺北市私立再興小學,興隆路四段2號,63000080,24.990051,121.559309,其他,其他場所,顧正秋大樓4樓,圖書館前
可爾姿女性專用30分鐘運動劍潭店,承德路4段191號2樓,63000110,25.088152,121.522336,學校、大型集會場所,健身房,大廳,大廳
臺北市萬華區大理國民小學,艋舺大道389號,63000070,25.031305,121.493913,其他,其他場所,健康中心內,健康中心內
全虹企業股份有限公司,民權東路六段18號6樓,63000100,25.066213,121.577712,其他,其他場所,台北市民權東路六段18號6樓,6樓會客室
臺北市立龍門國民中學游泳池(委外),建國南路二段269號,63000030,25.026158,121.542709,大型休閒場所,運動場館(如小巨蛋),體育館泳池入口,泳池入口處
臺北捷運松江南京站G15,南京東路2段108號B1,63000040,25.052035,121.533039,交通要衝,捷運站,綠線松江南京站大廳,西側大廳非付費區詢問處前
臺北捷運台北小巨蛋站G17,南京東路4段10-1號,63000010,25.051687,121.551833,交通要衝,捷運站,台北小巨蛋站大廳層,東側大廳付費區詢問處後方
臺北捷運南京三民站G18,南京東路5段237號,63000010,25.051449,121.563804,交通要衝,捷運站,南京三民站大廳層,東側大廳付費區詢問處對面
臺北捷運松山站G19,八德路4段742號,63000010,25.050042,121.577631,交通要衝,捷運站,松山站大廳層,東側大廳付費區詢問處後方
臺北捷運忠孝新生站O07,新生南路1段67號,63000030,25.042303,121.532816,交通要衝,捷運站,臺北捷運忠孝新生站O07詢問處附近,中和新蘆線車站大廳付費區，近5、6、7號出口
臺北捷運松江南京站O08,松江路126號,63000040,25.052042,121.533028,交通要衝,捷運站,橘線松江南京站大廳層,南側大廳層付費區詢問處後方
臺北捷運行天宮站O09,松江路316號,63000040,25.059759,121.533095,交通要衝,捷運站,臺北捷運行天宮站O09主詢問處附近,車站大廳主詢問處旁，近1、2號出口
臺北捷運中山國小站O10,民權東路一段71號,63000040,25.062646,121.526417,交通要衝,捷運站,臺北捷運中山國小站O10詢問處附近,車站大廳詢問處旁，近1、2號出口
臺北捷運民權西路站O11,民權西路72號,63000060,25.062724,121.519531,交通要衝,捷運站,臺北捷運民權西路站O11主詢問處附近,中和新蘆線車站大廳，近7、8、9、10號出口
臺北捷運大橋頭站O12,民權西路223號,63000060,25.063176,121.513109,交通要衝,捷運站,臺北捷運大橋頭站O12主詢問處附近,車站大廳主詢問處旁，近1號出口
臺北捷運象山站R02,信義路5段152號,63000020,25.032806,121.57026,交通要衝,捷運站,台北捷運象山站,主詢問處旁大廳
臺北捷運台北101/世貿站R03,信義路5段20號,63000020,25.032981,121.562503,交通要衝,捷運站,捷運台北101世貿站,主詢問處旁站內大廳
臺北捷運信義安和站R04,信義路4段212之1號,63000030,25.033128,121.552768,交通要衝,捷運站,捷運信義安和站,主詢問處旁付費區大廳
臺北捷運大安站R05,信義路3段180號,63000030,25.033259,121.543557,交通要衝,捷運站,捷運淡水信義線大安站,淡水信義線大安站主詢問處旁付費區大廳
臺北捷運大安森林公園站R06,信義路3段100號,63000030,25.033544,121.534851,交通要衝,捷運站,捷運大安森林公園站,主詢問處旁付費區大廳
臺北捷運東門站R07,信義路2段166號,63000030,25.033868,121.528699,交通要衝,捷運站,捷運東門站,主詢問處旁付費區大廳
臺北捷運中正紀念堂站R08,羅斯福路1段8-1號,63000050,25.032755,121.51822,交通要衝,捷運站,捷運中正紀念堂站,北側詢問處付費區大廳
臺北捷運臺大醫院站R09,公園路52號,63000050,25.041297,121.515967,交通要衝,捷運站,捷運台大醫院站,主詢問處旁付費區大廳
臺北捷運中山站R11,南京西路16號,63000040,25.052694,121.520369,交通要衝,捷運站,紅線中山站大廳層,大廳層非付費區詢問處前方
臺北捷運雙連站R12,民生西路47號,63000060,25.057779,121.520661,交通要衝,捷運站,捷運淡水信義線雙連站B1大廳層南非付費區通道,捷運淡水信義線雙連站B1大廳層南非付費區通道
臺北捷運民權西路站R13,民權西路72號R13,63000060,25.062612,121.519528,交通要衝,捷運站,捷運淡水信義線民權西路站1F大廳層C016儲藏室旁(付費區),捷運淡水信義線民權西路站1F大廳層C016儲藏室旁(付費區)
臺北捷運圓山站R14,酒泉街9之1號,63000060,25.071353,121.520118,交通要衝,捷運站,捷運淡水信義線圓山站1號出口女廁旁(付費區),捷運淡水信義線圓山站1號出口女廁旁(付費區)
臺北捷運劍潭站R15,中山北路5段65號,63000110,25.084873,121.525078,交通要衝,捷運站,捷運淡水信義線劍潭站1號出口詢問處旁(付費區),捷運淡水信義線劍潭站1號出口詢問處旁(付費區)
臺北捷運士林站R16,福德路1號,63000110,25.093535,121.52623,交通要衝,捷運站,捷運淡水信義線士林站2號出口男廁旁(付費區),捷運淡水信義線士林站2號出口男廁旁(付費區)
臺北捷運芝山站R17,福國路70號,63000110,25.10306,121.522514,交通要衝,捷運站,捷運淡水信義線芝山站1號出口詢問處旁(付費區),捷運淡水信義線芝山站1號出口詢問處旁(付費區)
臺北捷運明德站R18,明德路95號,63000120,25.109721,121.518848,交通要衝,捷運站,捷運淡水信義線明德站詢問處旁(付費區),捷運淡水信義線明德站詢問處旁(付費區)
臺北捷運石牌站R19,石牌路1段200號,63000120,25.114523,121.515559,交通要衝,捷運站,捷運石牌站一出口一樓大廳,1樓大廳付費區
臺北捷運唭哩岸站R20,東華街2段301號,63000120,25.120872,121.506252,交通要衝,捷運站,捷運唭哩岸站1號出口一樓大廳,1號出口一樓大廳
臺北捷運奇岩站R21,三合街2段489號,63000120,25.125543,121.501021,交通要衝,捷運站,捷運奇岩站一樓大廳,1樓大廳付費區
臺北捷運北投站R22,光明路1號,63000120,25.131956,121.498645,交通要衝,捷運站,捷運北投站1號出口大廳付費區詢問處旁,北投站1號出口大廳付費區詢問處旁
臺北捷運新北投站R22A,大業路700號(R22A),63000120,25.136933,121.50253,交通要衝,捷運站,捷運新北投站_大廳,新北投站內大廳無障礙廁所旁
臺北捷運復興崗站R23,中央北路3段53巷10號,63000120,25.137474,121.485444,交通要衝,捷運站,捷運復興崗站一月台樓梯旁,復興崗站一月台樓梯旁
臺北捷運忠義站R24,中央北路4段301號,63000120,25.130969,121.47341,交通要衝,捷運站,捷運忠義站一月台樓梯旁,一月台樓梯旁
臺北捷運關渡站R25,大度路3段296巷51號,63000120,25.125651,121.46712,交通要衝,捷運站,捷運關渡站二月台樓梯旁,關渡站二月台樓梯旁
臺北捷運南京復興站G16,南京東路3段172號,63000040,25.05227,121.543883,交通要衝,捷運站,綠線南京復興站大廳層,西側大廳付費區詢問處後方
星宇航空股份有限公司,忠孝東路四段525號11樓,63000020,25.04216558,121.5615707,長距離交通工具,航空器,星宇客機B-58503,行李艙
星宇航空股份有限公司,忠孝東路四段525號11樓,63000020,25.04216558,121.5615707,長距離交通工具,航空器,星宇客機B-58507,行李艙
星宇航空股份有限公司,忠孝東路四段525號11樓,63000020,25.04216558,121.5615707,長距離交通工具,航空器,星宇客機B-58305,第68排HK行李艙
Marriott Taipei 台北萬豪酒店,樂群二路199號,63000040,25.08048916,121.5589431,旅宿場所,飯店,5F宴會廳休息區,台北萬豪酒店中城廣場5F
國都汽車TOYOTA陽明所廠,大業路2號六樓,63000120,25.12189278,121.4998947,其他,其他場所,服務廠六樓健身房,服務廠六樓健身房
DREAM PLAZA,松高路11號,63000020,25.0395151,121.5652423,大型購物場所,百貨業,DREAM  PLAZA  5F,5F服務台
